name,url,tvg-id,tvg-name,tvg-logo,group-title
CinemaWorld「4gTV」,https://iptv.1989.click/4gtv/kua5g6?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/CinemaWorld.webp,
經典電影「4gTV」,https://iptv.1989.click/4gtv/r5cpx8?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/經典電影台.webp,
Love Nature「4gTV」,https://iptv.1989.click/4gtv/w96ej9?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Love%20Nature.webp,
視納華仁紀實頻道「4gTV」,https://iptv.1989.click/4gtv/pqydd5?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/視納華仁紀實頻道.webp,
CI 罪案偵查頻道「4gTV」,https://iptv.1989.click/4gtv/g62rbt?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/CI%20罪案偵查頻道.webp,
History 歷史頻道「4gTV」,https://iptv.1989.click/4gtv/b75mzz?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/History%20歷史頻道.webp,
ROCK Action「4gTV」,https://iptv.1989.click/4gtv/wd9ft4?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/ROCK%20Action.webp,
ROCK Entertainment「4gTV」,https://iptv.1989.click/4gtv/hc4wzd?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/ROCK%20Entertainment.webp,
ROCK Xstream「4gTV」,https://iptv.1989.click/4gtv/ftvnp2?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://material.1989.click/logo/ROCK-Xstream.png,
Arirang TV「4gTV」,https://iptv.1989.click/4gtv/7j8qhb?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://material.1989.click/logo/Arirang-TV.png,
韓國娛樂台 KMTV「4gTV」,https://iptv.1989.click/4gtv/8zaw62?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/韓國娛樂台%20KMTV.webp,
Lifetime 娛樂頻道「4gTV」,https://iptv.1989.click/4gtv/yq5gnv?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Lifetime%20娛樂頻道.webp,
fun探索娛樂「4gTV」,https://iptv.1989.click/4gtv/334up7?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/fun探索娛樂台.webp,
HITS頻道「4gTV」,https://iptv.1989.click/4gtv/yq676h?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/HITS頻道.webp,
豬哥亮歌廳秀「4gTV」,https://iptv.1989.click/4gtv/866hz4?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/豬哥亮歌廳秀.webp,
采昌影劇「4gTV」,https://iptv.1989.click/4gtv/56umty?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/采昌影劇台.webp,
CLASSICA 古典樂「4gTV」,https://iptv.1989.click/4gtv/8embjd?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/CLASSICA%20古典樂.webp,
Mezzo Live「4gTV」,https://iptv.1989.click/4gtv/a9yc8w?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Mezzo%20Live.webp,
電影原聲 CMusic「4gTV」,https://iptv.1989.click/4gtv/apfkcs?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/電影原聲台CMusic.webp,
TRACE Urban「4gTV」,https://iptv.1989.click/4gtv/nms3c6?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TRACE%20Urban.webp,
TRACE Sport Stars「4gTV」,https://iptv.1989.click/4gtv/cwugpq?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TRACE%20Sport%20Stars.webp,
GINX Esports TV「4gTV」,https://iptv.1989.click/4gtv/9yp9pw?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/GINX%20Esports%20TV.webp,
DreamWorks 夢工廠動畫「4gTV」,https://iptv.1989.click/4gtv/zzcxfz?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/DreamWorks%20夢工廠動畫.webp,
精選動漫「4gTV」,https://iptv.1989.click/4gtv/b4nnvt?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/精選動漫台.webp,
經典卡通「4gTV」,https://iptv.1989.click/4gtv/rgz3ep?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/經典卡通台.webp,
MOMO親子「4gTV」,https://iptv.1989.click/4gtv/aruytj?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/MOMO親子台.webp,
Nick Jr. 兒童頻道「4gTV」,https://iptv.1989.click/4gtv/3798cb?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Nick%20Jr.%20兒童頻道.webp,
尼克兒童頻道「4gTV」,https://iptv.1989.click/4gtv/mwrsy6?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://material.1989.click/logo/Nickelodeon.png,
Pet Club TV「4gTV」,https://iptv.1989.click/4gtv/um8ckk?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Pet%20Club%20TV.webp,
LiveABC互動英語頻道「4gTV」,https://iptv.1989.click/4gtv/hzrhuk?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/LiveABC互動英語頻道.webp,
ELTA生活英語「4gTV」,https://iptv.1989.click/4gtv/qjah77?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/ELTV英語學習台.webp,
達文西頻道「4gTV」,https://iptv.1989.click/4gtv/t8wa8c?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/達文西頻道.webp,
滾動力rollor「4gTV」,https://iptv.1989.click/4gtv/utcgm3?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://material.1989.click/logo/滾動力rollor.png,
Global Trekker「4gTV」,https://iptv.1989.click/4gtv/mcdduh?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Global%20Trekker.webp,
LUXE TV Channel「4gTV」,https://iptv.1989.click/4gtv/hxj398?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/LUXE%20TV%20Channel.webp,
Getwin Sports運動「4gTV」,https://iptv.1989.click/4gtv/3khc8j?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/getwin%20sport運動台.webp,
ABC Australia 澳洲公廣「4gTV」,https://iptv.1989.click/4gtv/ujq6a9?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://material.1989.click/logo/ABC-Australia.png,
wedotv Movies「4gTV」,https://iptv.1989.click/4gtv/7m4m62?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://4gtvimg2.4gtv.tv/4gtv-Image/Channel/mobile/logo_4gtv_4gtv-4gtv-live148.png,
OUTtv「4gTV」,https://iptv.1989.click/4gtv/m7qp2h?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://4gtvimg2.4gtv.tv/4gtv-Image/Channel/mobile/logo_4gtv_4gtv-4gtv-live140.png,
TV5MONDE STYLE 生活時尚「4gTV」,https://iptv.1989.click/4gtv/gv3dpb?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TV5MONDE%20STYLE%20生活時尚.webp,
幸福空間居家「4gTV」,https://iptv.1989.click/4gtv/fmxchb?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/幸福空間居家台.webp,
車迷 TV「4gTV」,https://iptv.1989.click/4gtv/9uycs9?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/車迷TV.webp,
金光布袋戲「4gTV」,https://iptv.1989.click/4gtv/hz67mn?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/金光布袋戲.webp,
原住民族電視「4gTV」,https://iptv.1989.click/4gtv/23s8tf?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/原住民族電視台.webp,
客家電視「4gTV」,https://iptv.1989.click/4gtv/jdpd6r?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/客家電視台.webp,
人間衛視「4gTV」,https://iptv.1989.click/4gtv/wmxh5n?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/人間衛視.webp,
大愛電視「4gTV」,https://iptv.1989.click/4gtv/zgqwhd?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/大愛電視.webp,
大愛電視 2「4gTV」,https://iptv.1989.click/4gtv/e58rfq?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/大愛電視.webp,
好消息 1「4gTV」,https://iptv.1989.click/4gtv/cr5gkp?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://material.1989.click/logo/好消息.png,
好消息 2「4gTV」,https://iptv.1989.click/4gtv/qzhgm5?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://material.1989.click/logo/好消息2台.png,
國會頻道 1「4gTV」,https://iptv.1989.click/4gtv/h9cdr3?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/國會頻道1.webp,
國會頻道 2「4gTV」,https://iptv.1989.click/4gtv/e7yud7?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/國會頻道2.webp,
東森購物 一「4gTV」,https://iptv.1989.click/4gtv/r7s7s6?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/東森購物台.webp,
東森購物 二「4gTV」,https://iptv.1989.click/4gtv/cy3rvm?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/東森購物台.webp,
東森購物 三「4gTV」,https://iptv.1989.click/4gtv/vnbckw?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/東森購物台.webp,
東森購物 四「4gTV」,https://iptv.1989.click/4gtv/w9ejg5?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/東森購物台.webp,
新唐人亞太「4gTV」,https://iptv.1989.click/4gtv/jy4kxx?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/新唐人亞太台.webp,
龍華偶像「ofiii」,https://iptv.1989.click/ofiii/m5jxh8?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/龍華偶像台.webp,
龍華卡通「ofiii」,https://iptv.1989.click/ofiii/f7ukp3?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/龍華卡通台.webp,
龍華戲劇「ofiii」,https://iptv.1989.click/ofiii/tssksm?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/龍華戲劇台.webp,
龍華日韓「ofiii」,https://iptv.1989.click/ofiii/t7qkgx?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/龍華日韓台.webp,
龍華洋片「ofiii」,https://iptv.1989.click/ofiii/5tyje6?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/龍華洋片台.webp,
龍華經典「ofiii」,https://iptv.1989.click/ofiii/f4v2jf?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/龍華經典台.webp,
龍華電影「ofiii」,https://iptv.1989.click/ofiii/wff4z4?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/龍華電影台.webp,
中天新聞「ofiii」,https://iptv.1989.click/ofiii/vgmgny?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/中天新聞台.webp,
台視新聞「ofiii」,https://iptv.1989.click/ofiii/n9cuyf?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/台視新聞.webp,
台灣戲劇「ofiii」,https://iptv.1989.click/ofiii/hgtfu6?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/台灣戲劇台.webp,
寰宇財經「ofiii」,https://iptv.1989.click/ofiii/jzuqwp?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/寰宇財經台.webp,
DayStar「ofiii」,https://iptv.1989.click/ofiii/254pef?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/DayStar.webp,
第1商業「ofiii」,https://iptv.1989.click/ofiii/kj94wv?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/第1商業.webp,
Smart知識「ofiii」,https://iptv.1989.click/ofiii/zp6wwu?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Smart知識台.webp,
Eurosport 1,https://iptv.1989.click/sprt/8ykt26?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Eurosport%201.webp,
Eurosport 2,https://iptv.1989.click/sprt/8p6kq5?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Eurosport%202.webp,
TNT Sport 1,https://iptv.1989.click/sprt/zm9hms?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TNT%20Sports%201.webp,
TNT Sport 2,https://iptv.1989.click/sprt/227wa8?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TNT%20Sports%202.webp,
TNT Sport 3,https://iptv.1989.click/sprt/829zeq?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TNT%20Sports%203.webp,
TNT Sport 4,https://iptv.1989.click/sprt/45ntck?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TNT%20Sports%204.webp,
beIN Sports 1,https://iptv.1989.click/sprt/c3ch7s?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/beIN%20Sports%201.webp,
beIN Sports 2,https://iptv.1989.click/sprt/3euqxs?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/beIN%20Sports%202.webp,
beIN Sports 3,https://iptv.1989.click/sprt/5mtf88?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/beIN%20Sports%203.webp,
beIN Sports 4,https://iptv.1989.click/sprt/t6b6x5?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/beIN%20Sports%204.webp,
beIN Sports 5,https://iptv.1989.click/sprt/xn762v?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/beIN%20Sports%205.webp,
Hub Premier 1,https://iptv.1989.click/sprt/ka6dnk?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Hub%20Premier%201.webp,
Hub Premier 2,https://iptv.1989.click/sprt/v7n2t6?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Hub%20Premier%202.webp,
Hub Premier 3,https://iptv.1989.click/sprt/ag2e5a?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Hub%20Premier%203.webp,
Hub Premier 4,https://iptv.1989.click/sprt/598474?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Hub%20Premier%204.webp,
Hub Premier 5,https://iptv.1989.click/sprt/72ypgk?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Hub%20Premier%205.webp,
Hub Premier 6,https://iptv.1989.click/sprt/g6753u?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Hub%20Premier%206.webp,
Hub Sports 1,https://iptv.1989.click/sprt/k29muf?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Hub%20Sports%201.webp,
Hub Sports 2,https://iptv.1989.click/sprt/wbhvaz?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Hub%20Sports%202.webp,
Hub Sports 3,https://iptv.1989.click/sprt/tgsv8k?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Hub%20Sports%203.webp,
Hub Sports 4,https://iptv.1989.click/sprt/44jr5v?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Hub%20Sports%204.webp,
Hub Sports 5,https://iptv.1989.click/sprt/u7kp82?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Hub%20Sports%205.webp,
Hub Sports 6,https://iptv.1989.click/sprt/cj7mc9?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Hub%20Sports%206.webp,
Hub Sports 7,https://iptv.1989.click/sprt/a9mdhw?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Hub%20Sports%207.webp,
Hub Sports 8,https://iptv.1989.click/sprt/asx6x4?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Hub%20Sports%208.webp,
TSN 1,https://iptv.1989.click/sprt/wp9vcm?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TSN%201.webp,
TSN 2,https://iptv.1989.click/sprt/7jj6wc?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TSN%202.webp,
TSN 3,https://iptv.1989.click/sprt/9knuay?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TSN%203.webp,
TSN 4,https://iptv.1989.click/sprt/s9x6yg?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TSN%204.webp,
TSN 5,https://iptv.1989.click/sprt/7sht25?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/TSN%205.webp,
Spotv 1,https://iptv.1989.click/sprt/dj9fbn?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Spotv%201.webp,
Spotv 2,https://iptv.1989.click/sprt/rysb2s?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Spotv%202.webp,
FIGHT SPORTS,https://iptv.1989.click/sprt/w8a625?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/FIGHT%20SPORTS.webp,
BBC Earth,https://iptv.1989.click/comp/48zq6j?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/BBC%20Earth.webp,
BBC Lifestyle,https://iptv.1989.click/comp/b8dhyn?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/BBC%20Lifestyle.webp,
Discovery,https://iptv.1989.click/comp/p4g3tb?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Discovery.webp,
HBO,https://iptv.1989.click/comp/fdhz8z?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/HBO.webp,
HBO Hits,https://iptv.1989.click/comp/qg4xap?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/HBO%20Hits.webp,
HBO Family,https://iptv.1989.click/comp/3g22rb?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/HBO%20Family.webp,
HBO Signature,https://iptv.1989.click/comp/5zcruq?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/HBO%20Signature.webp,
Channel 5,https://iptv.1989.click/comp/r7kns4?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Channel%205.webp,
Channel 8,https://iptv.1989.click/comp/xbrvt2?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Channel%208.webp,
Channel U,https://iptv.1989.click/comp/vneggd?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/Channel%20U.webp,
中天亞洲,https://iptv.1989.click/comp/xsx4ye?token=099c9d230a79bcc2e874231d7c20ffc7cab73acfaf545051,,,https://iptv.1989.click/logo/中天亞洲台.webp,
翡翠台,https://cdn.qd.je/163189/fct,,,https://iptv.1989.click/logo/翡翠台.webp,
翡翠台 4K「字幕」,https://cdn.qd.je/163189/fct4k,,,https://iptv.1989.click/logo/翡翠台.webp,
翡翠台「字幕」,https://cdn.qd.je/163189/fct2,,,https://iptv.1989.click/logo/翡翠台.webp,
翡翠台「WebVTT字幕」,https://cdn.qd.je/163189/fctvtt,,,https://iptv.1989.click/logo/翡翠台.webp,
無綫新聞台,https://cdn.qd.je/163189/wxxw,,,https://iptv.1989.click/logo/無綫新聞台.webp,
無綫新聞台,https://cdn.qd.je/163189/wxxwt,,,https://iptv.1989.click/logo/無綫新聞台.webp,
明珠台「字幕」,https://cdn.qd.je/163189/mzt,,,https://iptv.1989.click/logo/明珠台.webp,
明珠台「WebVTT字幕」,https://cdn.qd.je/163189/mztvtt,,,https://iptv.1989.click/logo/明珠台.webp,
TVB Plus,https://cdn.qd.je/163189/tvbp2,,,https://iptv.1989.click/logo/TVB%20Plus.webp,
TVB Plus「字幕」,https://cdn.qd.je/163189/tvbp,,,https://iptv.1989.click/logo/TVB%20Plus.webp,
TVB Plus「WebVTT字幕」,https://cdn.qd.je/163189/tvbpvtt,,,https://iptv.1989.click/logo/TVB%20Plus.webp,
黃金華劇台「WebVTT字幕」,https://cdn.qd.je/163189/hjhjt,,,https://iptv.1989.click/logo/黃金華劇台.webp,
Now新聞台,https://cdn.qd.je/163189/now,,,https://iptv.1989.click/logo/Now新聞台.webp,
凤凰中文台,https://cdn.qd.je/163189/fhzw,,,https://iptv.1989.click/logo/凤凰中文台.webp,
凤凰资讯台,https://cdn.qd.je/163189/fhzx,,,https://iptv.1989.click/logo/凤凰资讯台.webp,
凤凰香港台,https://cdn.qd.je/163189/fhhk,,,https://iptv.1989.click/logo/凤凰香港台.webp,
HOY TV,https://cdn.qd.je/163189/hoy,,,https://iptv.1989.click/logo/HOY%20TV.webp,
HOY TV,https://cdn.qd.je/163189/hoy2,,,https://iptv.1989.click/logo/HOY%20TV.webp,
HOY 資訊台,https://cdn.qd.je/163189/hoy78,,,https://iptv.1989.click/logo/HOY%20資訊台.webp,
HOY 國際財經台,https://cdn.qd.je/163189/hoy76,,,https://iptv.1989.click/logo/HOY%20國際財經台.webp,
ViuTV,https://cdn.qd.je/163189/viu,,,https://iptv.1989.click/logo/ViuTV.webp,
ViuTVsix,https://cdn.qd.je/163189/viu6,,,https://iptv.1989.click/logo/ViuTVsix.webp,
RTHK31,https://cdn.qd.je/163189/rthk31,,,https://iptv.1989.click/logo/RTHK31.webp,
RTHK32,https://cdn.qd.je/163189/rthk32,,,https://iptv.1989.click/logo/RTHK32.webp,
RTHK33,https://cdn.qd.je/163189/rthk33,,,https://iptv.1989.click/logo/RTHK33.webp,
千禧經典台,https://cdn.qd.je/163189/tvbc,,,https://iptv.1989.click/logo/千禧經典台.webp,
娛樂新聞台,https://cdn.qd.je/163189/ylxw,,,https://iptv.1989.click/logo/娛樂新聞台.webp,
华丽翡翠台,https://cdn.qd.je/163189/hlt,,,https://iptv.1989.click/logo/翡翠台.webp,
华丽翡翠台「硬字幕」,https://cdn.qd.je/163189/jade,,,https://iptv.1989.click/logo/翡翠台.webp,
华丽翡翠台「新加坡」,https://cdn.qd.je/163189/hlfct,,,https://iptv.1989.click/logo/翡翠台.webp,
华丽翡翠台「新加坡」,https://cdn.qd.je/163189/jade2,,,https://iptv.1989.click/logo/翡翠台.webp,
TVB1,https://cdn.qd.je/163189/tvb1,,,https://iptv.1989.click/logo/TVB.webp,
TVBJ1,https://cdn.qd.je/163189/j1,,,https://iptv.1989.click/logo/TVB.webp,
TVB Drama,https://cdn.qd.je/163189/tvbd,,,https://iptv.1989.click/logo/TVB%20Drama.webp,
TVB 功夫台,https://cdn.qd.je/163189/yzwx,,,https://iptv.1989.click/logo/TVB%20功夫台.webp,
TVB 星河台,https://cdn.qd.je/163189/tvbxh,,,https://iptv.1989.click/logo/TVB%20星河台.webp,
TVB 星河台,https://cdn.qd.je/163189/xinghe,,,https://iptv.1989.click/logo/TVB%20星河台.webp,
TVB 星河台,https://cdn.qd.je/163189/tvbxh2,,,https://iptv.1989.click/logo/TVB%20星河台.webp,
澳視澳門,https://cdn.qd.je/163189/asam,,,https://iptv.1989.click/logo/澳視澳門.webp,
澳門衛星,https://cdn.qd.je/163189/as,,,https://iptv.1989.click/logo/澳門衛星.webp,
澳門體育,https://cdn.qd.je/163189/amty,,,https://iptv.1989.click/logo/澳門體育.webp,
澳門綜藝,https://cdn.qd.je/163189/amzy,,,https://iptv.1989.click/logo/澳門綜藝.webp,
澳門蓮花,https://cdn.qd.je/163189/amlh,,,https://iptv.1989.click/logo/澳門蓮花衛視.webp,
天映頻道「新加坡」,https://cdn.qd.je/163189/typd,,,https://iptv.1989.click/logo/天映頻道.webp,
天映經典「新加坡」,https://cdn.qd.je/163189/ccm,,,https://iptv.1989.click/logo/天映經典頻道.webp,
天映頻道「马来西亚」,https://cdn.qd.je/163189/typd2,,,https://iptv.1989.click/logo/天映頻道.webp,
天映經典「馬來西亞」,https://cdn.qd.je/163189/ccm2,,,https://iptv.1989.click/logo/天映經典頻道.webp,
Astro AOD,https://cdn.qd.je/163189/aod,,,https://iptv.1989.click/logo/Astro%20AOD.webp,
Astro 歡喜台,https://cdn.qd.je/163189/hxt,,,https://iptv.1989.click/logo/Astro%20歡喜台.webp,
iQIYI,https://cdn.qd.je/163189/iqiyi,,,https://iptv.1989.click/logo/iQIYI.webp,
